Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
B;Yang, YL;;Wang, Y;;Yang Yuan-li;;;Research on CTI Technology Application For Logistic Information System;2011 INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND MULTIMEDIA COMMUNICATION;;;;;International Conference on Software Engineering and Multimedia Communication (SEMC 2011);JUL 09-10, 2011;Qingdao, PEOPLES R CHINA;IERI;;;;;;;;;;;;;;;;;;;;;;;978-1-61275-998-2;;;;2011;;;;;;;377;380;;;;;;;;;WOS:000391343100097;;;;;;
S;"Tsay, JJ; Chen, CC; Hsu, JJ";;;IEEE Comp Soc;"Tsay, Jyh-Jong; Chen, Chao-Cheng; Hsu, Jyh-Jung";;;Evolving Intelligent Mario Controller by Reinforcement Learning;2011 INTERNATIONAL CONFERENCE ON TECHNOLOGIES AND APPLICATIONS OF ARTIFICIAL INTELLIGENCE (TAAI 2011);Conference on Technologies and Applications of Artificial Intelligence;;;;16th Annual International Conference on Technologies and Applications of Artificial Intelligence (TAAI);NOV 11-13, 2011;Chung Li, TAIWAN;IEEE Comp Soc, Taiwanese Assoc AI, Japanese Soc Artificial Intelligence, Yuan Ze Univ, Natl Cent Univ;;;;;;;;;;;;;;;;;;;;;2376-6816;;978-0-7695-4601-8;;;;2011;;;;;;;266;272;;10.1109/TAAI.2011.54;;;;;;;WOS:000399726900045;;;;;;
B;Roy, A;;;IEEE;Roy, Asim;;;A theory of the brain - the brain uses both distributed and localist (symbolic) representation;2011 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN);;;;;International Joint Conference on Neural Networks (IJCNN);JUL 31-AUG 05, 2011;San Jose, CA;Int Neural Network Soc (INNS), IEEE Computat Intelligence Soc (CIS), Natl Sci Fdn (NSF), Cognimem Technol, Inc, Univ Cincinnati Coll Engn & Appl Sci, Toyota Res Inst N Amer, Univ Cincinnati, Sch Elect & Compu Syst;;;;;;;;;;;;;;;;;;;;;;;978-1-4244-9636-5;;;;2011;;;;;;;215;221;;;;;;;;;WOS:000297541200034;;;;;;
B;"Nawrocki, RA; Shaheen, SE; Voyles, RM";;;IEEE;"Nawrocki, Robert A.; Shaheen, Sean E.; Voyles, Richard M.";;;A Neuromorphic Architecture From Single Transistor Neurons With Organic Bistable Devices For Weights;2011 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN);;;;;International Joint Conference on Neural Networks (IJCNN);JUL 31-AUG 05, 2011;San Jose, CA;Int Neural Network Soc (INNS), IEEE Computat Intelligence Soc (CIS), Natl Sci Fdn (NSF), Cognimem Technol, Inc, Univ Cincinnati Coll Engn & Appl Sci, Toyota Res Inst N Amer, Univ Cincinnati, Sch Elect & Compu Syst;;;;;;;;"Nawrocki, Robert/I-9928-2014; Voyles, Richard/I-4258-2016; Nawrocki, Robert/AAU-9047-2020; Shaheen, Sean E/M-7893-2013";"Nawrocki, Robert/0000-0003-0695-3868; Nawrocki, Robert/0000-0003-0695-3868; ";;;;;;;;;;;;;;978-1-4244-9636-5;;;;2011;;;;;;;450;456;;;;;;;;;WOS:000297541200066;;;;;;
B;"Cupertino, LF; Neto, OPV; Pacheco, MAC; Vellasco, MBR; d'Almeida, JRM";;;IEEE;"Cupertino, Leandro F.; Vilela Neto, Omar P.; Pacheco, Marco Aurelio C.; Vellasco, Marley B. R.; d'Almeida, Jose Roberto M.";;;Modeling the Young Modulus of Nanocomposites: A Neural Network Approach;2011 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN);;;;;International Joint Conference on Neural Networks (IJCNN);JUL 31-AUG 05, 2011;San Jose, CA;Int Neural Network Soc (INNS), IEEE Computat Intelligence Soc (CIS), Natl Sci Fdn (NSF), Cognimem Technol, Inc, Univ Cincinnati Coll Engn & Appl Sci, Toyota Res Inst N Amer, Univ Cincinnati, Sch Elect & Compu Syst;;;;;;;;"d'Almeida, Jose/F-3231-2012; Neto, Omar Vilela/AAB-5319-2020; Vellasco, Marley M B R/A-5126-2010; Neto, Omar Paranaiba Vilela/AAB-5312-2020; Pacheco, Marco Aurelio/Q-3592-2016";"Neto, Omar Vilela/0000-0003-1769-0629; Vellasco, Marley M B R/0000-0002-9790-1328; ";;;;;;;;;;;;;;978-1-4244-9636-5;;;;2011;;;;;;;1599;1605;;;;;;;;;WOS:000297541201102;;;;;;
B;"Shantia, A; Begue, E; Wiering, M";;;IEEE;"Shantia, Amirhosein; Begue, Eric; Wiering, Marco";;;Connectionist Reinforcement Learning for Intelligent Unit Micro Management in StarCraft;2011 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN);;;;;International Joint Conference on Neural Networks (IJCNN);JUL 31-AUG 05, 2011;San Jose, CA;Int Neural Network Soc (INNS), IEEE Computat Intelligence Soc (CIS), Natl Sci Fdn (NSF), Cognimem Technol, Inc, Univ Cincinnati Coll Engn & Appl Sci, Toyota Res Inst N Amer, Univ Cincinnati, Sch Elect & Compu Syst;;;;;;;;Wiering, Marco/C-5909-2012;Wiering, Marco/0000-0003-4331-7537;;;;;;;;;;;;;;978-1-4244-9636-5;;;;2011;;;;;;;1794;1801;;;;;;;;;WOS:000297541201129;;;;;;
B;"Conforth, M; Meng, Y";;;IEEE;"Conforth, Matthew; Meng, Yan";;;Self-Reorganizing Knowledge Representation for Autonomous Learning in Social Agents;2011 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN);;;;;International Joint Conference on Neural Networks (IJCNN);JUL 31-AUG 05, 2011;San Jose, CA;Int Neural Network Soc (INNS), IEEE Computat Intelligence Soc (CIS), Natl Sci Fdn (NSF), Cognimem Technol, Inc, Univ Cincinnati Coll Engn & Appl Sci, Toyota Res Inst N Amer, Univ Cincinnati, Sch Elect & Compu Syst;;;;;;;;;;;;;;;;;;;;;;;978-1-4244-9636-5;;;;2011;;;;;;;1880;1887;;;;;;;;;WOS:000297541202002;;;;;;
B;"Bahi, JM; Cote, N; Guyeux, C";;;IEEE;"Bahi, Jacques M.; Cote, Nathalie; Guyeux, Christophe";;;Chaos of Protein Folding;2011 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN);;;;;International Joint Conference on Neural Networks (IJCNN);JUL 31-AUG 05, 2011;San Jose, CA;Int Neural Network Soc (INNS), IEEE Computat Intelligence Soc (CIS), Natl Sci Fdn (NSF), Cognimem Technol, Inc, Univ Cincinnati Coll Engn & Appl Sci, Toyota Res Inst N Amer, Univ Cincinnati, Sch Elect & Compu Syst;;;;;;;;Guyeux, Christophe/C-2153-2011;Guyeux, Christophe/0000-0003-0195-4378;;;;;;;;;;;;;;978-1-4244-9636-5;;;;2011;;;;;;;1948;1954;;;;;;;;;WOS:000297541202012;;;;;;
B;Weng, JY;;;IEEE;Weng, Juyang;;;Three Theorems: Brain-Like Networks Logically Reason and Optimally Generalize;2011 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN);;;;;International Joint Conference on Neural Networks (IJCNN);JUL 31-AUG 05, 2011;San Jose, CA;Int Neural Network Soc (INNS), IEEE Computat Intelligence Soc (CIS), Natl Sci Fdn (NSF), Cognimem Technol, Inc, Univ Cincinnati Coll Engn & Appl Sci, Toyota Res Inst N Amer, Univ Cincinnati, Sch Elect & Compu Syst;;;;;;;;;;;;;;;;;;;;;;;978-1-4244-9636-5;;;;2011;;;;;;;2983;2990;;;;;;;;;WOS:000297541203017;;;;;;
B;"Tienkouw, S; Wongtosrad, N; Tanwanont, P; Niraswan, R; Khlayprapha, C; Taesuwan, P; Muangthong, T; Chanyachatchawan, S; Tuchinda, R; Charoenporn, T; Sornlertlamvanich, V";;"Kocaoglu, DF; Anderson, TR; Daim, TU";;"Tienkouw, Sineenat; Wongtosrad, Nutvadee; Tanwanont, Paramet; Niraswan, Rattapoom; Khlayprapha, Chaimongkon; Taesuwan, Pisan; Muangthong, Thanate; Chanyachatchawan, Sapa; Tuchinda, Rattapoom; Charoenporn, Thatsanee; Sornlertlamvanich, Virach";;;Technology-Based Strategic Marketing Planning for Pi-Pe;2011 PROCEEDINGS OF PICMET 11: TECHNOLOGY MANAGEMENT IN THE ENERGY-SMART WORLD (PICMET);;;;;Portland International Center for Management of Engineering and Technology (PICMET) Conference on Technology Management in the Energy-Smart World;JUL 31-AUG 04, 2011;Portland, OR;Portland State Univ, Maseeh Coll Engn & Comp Sci, Dept Engn & Technol Management, Portland State Univ, Off Informat Technol, IKON Off Solut;;;;;;;;Sornlertlamvanich, Virach/N-2616-2017;Sornlertlamvanich, Virach/0000-0002-6918-8713;;;;;;;;;;;;;;978-1-890843-23-6;;;;2011;;;;;;;;;;;;;;;;;WOS:000298384400095;;;;;;
B;"Ren, SP; Yang, GY";;Zhou, M;;"Ren Shupeng; Yang Guangying";;;The innovative design of the robot picking fruits;2011 SECOND ETP/IITA CONFERENCE ON TELECOMMUNICATION AND INFORMATION (TEIN 2011), VOL 1;;;;;2nd ETP/IITA Conference on Telecommunication and Information;APR 03-04, 2011;Phuket, THAILAND;Engn Technol Press, Thammasat Univ;;;;;;;;;;;;;;;;;;;;;;;978-988-18242-0-2;;;;2011;;;;;;;203;206;;;;;;;;;WOS:000290971800058;;;;;;
B;Shan, XM;;Zhou, M;;Shan, Xianming;;;Design and Implementation of Maintenance Information Support System of Artillery Radar;2011 SECOND ETP/IITA CONFERENCE ON TELECOMMUNICATION AND INFORMATION (TEIN 2011), VOL 2;;;;;2nd ETP/IITA Conference on Telecommunication and Information;APR 03-04, 2011;Phuket, THAILAND;Engn Technol Press, Thammasat Univ;;;;;;;;;;;;;;;;;;;;;;;978-988-18242-0-2;;;;2011;;;;;;;37;40;;;;;;;;;WOS:000290974800010;;;;;;
B;"Carlos, RE; Francklin, RE; Lizmar, M; Solange, G; Veronica, R";;Lee, G;;"Carlos, Rivas-Echeverria; Francklin, Rivas-Echeverria; Lizmar, Molina; Solange, Gonzalez; Veronica, Rivas";;;A Summary, Insight and Autocriticism of Information Systems That We Have Developed for Medical Education;2011 SECOND INTERNATIONAL CONFERENCE ON INFORMATION, COMMUNICATION AND EDUCATION APPLICATION (ICEA 2011);;;;;2nd International Conference on Information, Communication and Education Application (ICEA 2011);OCT 14-15, 2011;Shanghai, PEOPLES R CHINA;;;;;;;;;;;;;;;;;;;;;;;;978-1-61275-997-5;;;;2011;;;;;;;133;138;;;;;;;;;WOS:000303430600026;;;;;;
B;"Yefu, W; Li, B; Chaozhong, W; Shigang, P; Shen, H";;;IEEE;"Yefu Wu; Li Bo; Chaozhong Wu; Shigang Pan; Shen Hui";;;Real-time Automatic Evaluation Technology in Vehicle Road Test System Based on Neural Network;2011 TENTH INTERNATIONAL SYMPOSIUM ON DISTRIBUTED COMPUTING AND APPLICATIONS TO BUSINESS, ENGINEERING AND SCIENCE (DCABES);;;;;10th International Symposium on Distributed Computing and Applications to Business, Engineering and Science (DCABES);OCT 14-17, 2011;Jiangnan Univ, Wuxi, PEOPLES R CHINA;IEEE Comp Soc;Jiangnan Univ;;;;;;;;;;;;;;;;;;;;;;978-0-7695-4415-1;;;;2011;;;;;;;386;390;;10.1109/DCABES.2011.73;;;;;;;WOS:000312651300086;;;;;;
B;"Aarthi, R; Divya, K; Komala, N; Kavitha, S";;;IEEE;"Aarthi, R.; Divya, K.; Komala, N.; Kavitha, S.";;;Application of Feature Extraction and Clustering in Mammogram Classification using Support Vector Machine;2011 THIRD INTERNATIONAL CONFERENCE ON ADVANCED COMPUTING (ICOAC);;;;;3rd International Conference on Advanced Computing (ICoAC);DEC 14-16, 2011;Anna Univ, Dept Comp Technol, Chennai, INDIA;IEEE, IEEE Madras Sect, Cognizant Technol Solutions, Rajalakshmi Engn Coll, Sri Venkateswara Coll Engn, Vel Tech Dr RR & Dr SR Tech Univ;Anna Univ, Dept Comp Technol;;;;;;;;;;;;;;;;;;;;;;"978-1-4673-0670-6; 978-1-4673-0669-0";;;;2011;;;;;;;62;67;;;;;;;;;WOS:000313751300034;;;;;;
B;"Malleswaran, M; Vaidehi, V; Mohankumar, M";;;IEEE;"Malleswaran, M.; Vaidehi, V.; Mohankumar, M.";;;A hybrid approach for GPS/INS integration using Kalman filter and IDNN;2011 THIRD INTERNATIONAL CONFERENCE ON ADVANCED COMPUTING (ICOAC);;;;;3rd International Conference on Advanced Computing (ICoAC);DEC 14-16, 2011;Anna Univ, Dept Comp Technol, Chennai, INDIA;IEEE, IEEE Madras Sect, Cognizant Technol Solutions, Rajalakshmi Engn Coll, Sri Venkateswara Coll Engn, Vel Tech Dr RR & Dr SR Tech Univ;Anna Univ, Dept Comp Technol;;;;;;;V, Vaidehi/N-5562-2016;V, Vaidehi/0000-0002-9524-5291;;;;;;;;;;;;;;"978-1-4673-0670-6; 978-1-4673-0669-0";;;;2011;;;;;;;378;383;;;;;;;;;WOS:000313751300086;;;;;;
B;"Rafik, M; Hayet, ML; Djamel, MM; Ouahiba, C";;"Bruzzone, AG; Piera, MA; Longo, F; Elfrey, P; Affenzeller, M; Balci, O";;"Rafik, Mahdaoui; Hayet, Mouss Leila; Djamel, Mouss Med; Ouahiba, Chouhal";;;TEMPORAL NEURO-FUZZY SYSTEMS IN FAULT DIAGNOSIS AND PROGNOSIS;23RD EUROPEAN MODELING & SIMULATION SYMPOSIUM, EMSS 2011;;;;;23rd European Modeling and Simulation Symposium / International Mediterranean and Latin American Modeling Multiconference;SEP 12-14, 2011;Rome, ITALY;Univ Genoa, DIPTEM, Liophant Simulat, Simulat Team, Int Mediterranean & Latin Amer Counc Simulat, Univ Calabria, Mech Dept, Model & simulat Ctr, Lab Enterprise Solut, Model & Simulat Ctr Excellence, Riga Tech Univ, Miss Latvian Ctr, Logism, Lab Sci Informat & Syst, Univ Perugia, LAMCE COPPE UFRJ, Brasilian Ctr, McLeod Inst Simulat Sci, McLeod Model & Simulat Network, Latvin Simulat Soc, Ecole Superieure Ingn Soc Appliquees, FAC CIENCIAS EXACTAS, Ingn & Agrimensura, Univ Laguna, CIFASIS CONICET UNR UPCAM, Inst Syst & Technol Informat Control & Commun, PRESAGIS;;;;;;;;;;;;;;;;;;;;;;;978-88-903724-4-5;;;;2011;;;;;;;11;16;;;;;;;;;WOS:000367406100003;;;;;;
B;"Bossomaier, T; Harre, M";;"Bruzzone, AG; Piera, MA; Longo, F; Elfrey, P; Affenzeller, M; Balci, O";;"Bossomaier, Terry; Harre, Michael";;;Global Context Influences Local Decisions;23RD EUROPEAN MODELING & SIMULATION SYMPOSIUM, EMSS 2011;;;;;23rd European Modeling and Simulation Symposium / International Mediterranean and Latin American Modeling Multiconference;SEP 12-14, 2011;Rome, ITALY;Univ Genoa, DIPTEM, Liophant Simulat, Simulat Team, Int Mediterranean & Latin Amer Counc Simulat, Univ Calabria, Mech Dept, Model & simulat Ctr, Lab Enterprise Solut, Model & Simulat Ctr Excellence, Riga Tech Univ, Miss Latvian Ctr, Logism, Lab Sci Informat & Syst, Univ Perugia, LAMCE COPPE UFRJ, Brasilian Ctr, McLeod Inst Simulat Sci, McLeod Model & Simulat Network, Latvin Simulat Soc, Ecole Superieure Ingn Soc Appliquees, FAC CIENCIAS EXACTAS, Ingn & Agrimensura, Univ Laguna, CIFASIS CONICET UNR UPCAM, Inst Syst & Technol Informat Control & Commun, PRESAGIS;;;;;;;;;;;;;;;;;;;;;;;978-88-903724-4-5;;;;2011;;;;;;;314;318;;;;;;;;;WOS:000367406100045;;;;;;
B;"Toma, S; Capocchi, L; Federici, D";;"Bruzzone, AG; Piera, MA; Longo, F; Elfrey, P; Affenzeller, M; Balci, O";;"Toma, S.; Capocchi, L.; Federici, D.";;;A NEW DEVS-BASED GENERIC ARTFICIAL NEURAL NETWORK MODELING APPROACH;23RD EUROPEAN MODELING & SIMULATION SYMPOSIUM, EMSS 2011;;;;;23rd European Modeling and Simulation Symposium / International Mediterranean and Latin American Modeling Multiconference;SEP 12-14, 2011;Rome, ITALY;Univ Genoa, DIPTEM, Liophant Simulat, Simulat Team, Int Mediterranean & Latin Amer Counc Simulat, Univ Calabria, Mech Dept, Model & simulat Ctr, Lab Enterprise Solut, Model & Simulat Ctr Excellence, Riga Tech Univ, Miss Latvian Ctr, Logism, Lab Sci Informat & Syst, Univ Perugia, LAMCE COPPE UFRJ, Brasilian Ctr, McLeod Inst Simulat Sci, McLeod Model & Simulat Network, Latvin Simulat Soc, Ecole Superieure Ingn Soc Appliquees, FAC CIENCIAS EXACTAS, Ingn & Agrimensura, Univ Laguna, CIFASIS CONICET UNR UPCAM, Inst Syst & Technol Informat Control & Commun, PRESAGIS;;;;;;;;Capocchi, Laurent/AAX-7612-2020;Capocchi, Laurent/0000-0002-0793-8742;;;;;;;;;;;;;;978-88-903724-4-5;;;;2011;;;;;;;351;356;;;;;;;;;WOS:000367406100051;;;;;;
B;"Brandstatter-Muller, H; Parsapour, B; Holzlwimmer, A; Lirk, G; Kulczycki, P";;"Bruzzone, AG; Piera, MA; Longo, F; Elfrey, P; Affenzeller, M; Balci, O";;"Brandstaetter-Mueller, Hannes; Parsapour, Bahram; Hoelzlwimmer, Andreas; Lirk, Gerald; Kulczycki, Peter";;;IMPROVING JOB SCHEDULING ON A HETEROGENEOUS CLUSTER BY PREDICTING JOB EXECUTION TIMES USING HEURISTICS;23RD EUROPEAN MODELING & SIMULATION SYMPOSIUM, EMSS 2011;;;;;23rd European Modeling and Simulation Symposium / International Mediterranean and Latin American Modeling Multiconference;SEP 12-14, 2011;Rome, ITALY;Univ Genoa, DIPTEM, Liophant Simulat, Simulat Team, Int Mediterranean & Latin Amer Counc Simulat, Univ Calabria, Mech Dept, Model & simulat Ctr, Lab Enterprise Solut, Model & Simulat Ctr Excellence, Riga Tech Univ, Miss Latvian Ctr, Logism, Lab Sci Informat & Syst, Univ Perugia, LAMCE COPPE UFRJ, Brasilian Ctr, McLeod Inst Simulat Sci, McLeod Model & Simulat Network, Latvin Simulat Soc, Ecole Superieure Ingn Soc Appliquees, FAC CIENCIAS EXACTAS, Ingn & Agrimensura, Univ Laguna, CIFASIS CONICET UNR UPCAM, Inst Syst & Technol Informat Control & Commun, PRESAGIS;;;;;;;;;;;;;;;;;;;;;;;978-88-903724-4-5;;;;2011;;;;;;;488;495;;;;;;;;;WOS:000367406100071;;;;;;
B;"Bruzzone, A; Massei, M; Bocca, E";;"Bruzzone, AG; Piera, MA; Longo, F; Elfrey, P; Affenzeller, M; Balci, O";;"Bruzzone, Agostino; Massei, Marina; Bocca, Enrico";;;SERVICE OPTIMIZATION FOR SYSTEM-OF-SYSTEMS BASED ON POOL SCHEDULING AND INVENTORY MANAGEMENT DRIVEN BY SMART SIMULATION SOLUTIONS;23RD EUROPEAN MODELING & SIMULATION SYMPOSIUM, EMSS 2011;;;;;23rd European Modeling and Simulation Symposium / International Mediterranean and Latin American Modeling Multiconference;SEP 12-14, 2011;Rome, ITALY;Univ Genoa, DIPTEM, Liophant Simulat, Simulat Team, Int Mediterranean & Latin Amer Counc Simulat, Univ Calabria, Mech Dept, Model & simulat Ctr, Lab Enterprise Solut, Model & Simulat Ctr Excellence, Riga Tech Univ, Miss Latvian Ctr, Logism, Lab Sci Informat & Syst, Univ Perugia, LAMCE COPPE UFRJ, Brasilian Ctr, McLeod Inst Simulat Sci, McLeod Model & Simulat Network, Latvin Simulat Soc, Ecole Superieure Ingn Soc Appliquees, FAC CIENCIAS EXACTAS, Ingn & Agrimensura, Univ Laguna, CIFASIS CONICET UNR UPCAM, Inst Syst & Technol Informat Control & Commun, PRESAGIS;;;;;;;;BRUZZONE, AGOSTINO G. G/C-7116-2016;BRUZZONE, AGOSTINO G. G/0000-0002-0155-5310;;;;;;;;;;;;;;978-88-903724-4-5;;;;2011;;;;;;;755;+;;;;;;;;;WOS:000367406100110;;;;;;
S;"Schultz, C; Bhatt, M";;"Fendel, EM; Ledoux, H; Rumor, M; Zlatanova, S";;"Schultz, Carl; Bhatt, Mehul";;;TOWARD ACCESSING SPATIAL STRUCTURE FROM BUILDING INFORMATION MODELS;28TH URBAN DATA MANAGEMENT SYMPOSIUM;International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences;;;;28th International Symposia of Urban-Data-Management-Society (UDMS);SEP 28-30, 2011;Delft, NETHERLANDS;Urban Data Management Soc, Int Soc Photogrammetry & Remote Sensing, Int Soc Photogrammetry & Remote Sensing Commiss IV Geodatabases & Digital Mapping, Working Grp IV 8 3D Spatial Data Integrat Disaster Management & Environm Monitoring, Delft Univ Technol;;;;;;;;Bhatt, Mehul/AAC-8834-2019;"Bhatt, Mehul/0000-0002-6290-5492; Schultz, Carl/0000-0001-7334-6617";;;;;;;;;;;;2194-9034;;;;;;2011;38-4;C21;;;;;25;30;;;;;;;;;WOS:000358300100006;;;;;;
B;"Zhang, X; Yang, MR";;"Povloviq, CB; Lu, CW";;"Zhang Xin; Yang Mianrong";;;RESEARCH AND APPLICATION OF GENETIC ALGORITHMS ON TEST PAPER STRATEGY;3RD INTERNATIONAL SYMPOSIUM ON INFORMATION ENGINEERING AND ELECTRONIC COMMERCE (IEEC 2011), PROCEEDINGS;;;;;3rd International Symposium on Information Engineering and Electronic Commerce (IEEC 2011);JUL 22-24, 2011;Huangshi, PEOPLES R CHINA;Huangshi Inst Technol, Res Assoc Modern Educ & Comp Sci, Huazhong Univ Sci & Technol, Ternopil Natl Econ Univ, Harbin Univ Technol, Wuhan Univ;;;;;;;;;;;;;;;;;;;;;;;978-0-7918-5975-9;;;;2011;;;;;;;233;237;;;;;;;;;WOS:000306764800056;;;;;;
B;Qi, WQ;;"Povloviq, CB; Lu, CW";;Qi, Wenqing;;;ON THE SIMILARITY OF TEST PAPER IN THE INTELLIGENT SYSTEM OF TEST PAPER COMPOSITION;3RD INTERNATIONAL SYMPOSIUM ON INFORMATION ENGINEERING AND ELECTRONIC COMMERCE (IEEC 2011), PROCEEDINGS;;;;;3rd International Symposium on Information Engineering and Electronic Commerce (IEEC 2011);JUL 22-24, 2011;Huangshi, PEOPLES R CHINA;Huangshi Inst Technol, Res Assoc Modern Educ & Comp Sci, Huazhong Univ Sci & Technol, Ternopil Natl Econ Univ, Harbin Univ Technol, Wuhan Univ;;;;;;;;;;;;;;;;;;;;;;;978-0-7918-5975-9;;;;2011;;;;;;;305;308;;;;;;;;;WOS:000306764800073;;;;;;
S;Wortley, D;;Prakash, E;;Wortley, David;;;Immersive Technologies and Personalised Learning;4TH ANNUAL INTERNATIONAL CONFERENCE ON COMPUTER GAMES MULTIMEDIA & ALLIED TECHNOLOGIES (CGAT 2011);Annual International Conference on Computer Games Multimedia & Allied Technology;;;;4th Annual International Conference on Computer Games Multimedia and Allied Technologies (CGAT);APR 25-26, 2011;Singapore, SINGAPORE;Global Sci & Technol Forum;;;;;;;;;;;;;;;;;;;;;2251-1679;;978-981-08-8644-8;;;;2011;;;;;;;74;78;;;;;;;;;WOS:000397829300011;;;;;;
S;"Toth, J; Kondelova, A; Rozinaj, G";;"Bozek, J; Grgic, M";;"Toth, Jan; Kondelova, Anna; Rozinaj, Gregor";;;Natural Language Processing of Abbreviations;53RD INTERNATIONAL SYMPOSIUM ELMAR-2011;ELMAR Proceedings;;;;53rd International ELMAR Symposium (ELMAR);SEP 14-16, 2011;Zadar, CROATIA;EURASIP, IEEE Reg 8, IEEE Croatia Sect, IEEE Signal Proc Soc, Croatia Sect Chapter, IEEE AP MTT Soc, Croatia Sect Joint Chapter, Fdn Croatian Acad Sci & Arts, Minist Sci Educ & Sports Republ Croatia, Minist Sea Transport & Infrastructure Republ Croatia, Univ Zagreb, Fac Elect Engn & Comp, Univ Zadar;;;;;;;;Rozinaj, Gregor/E-9250-2013;Rozinaj, Gregor/0000-0001-7554-4748;;;;;;;;;;;;1334-2630;;978-953-7044-12-1;;;;2011;;;;;;;225;228;;;;;;;;;WOS:000407010900053;;;;;;
S;"Zheng, N; Hegyi, A; Hoogendoorn, S; van Zuylen, H; Peters, D";;"Koutsopoulos, HN; Bang, KL";;"Zheng, Nan; Hegyi, Andreas; Hoogendoorn, Serge; van Zuylen, Henk; Peters, David";;;A Comparison of Freeway Work Zone Capacity Prediction Models;6TH INTERNATIONAL SYMPOSIUM ON HIGHWAY CAPACITY AND QUALITY OF SERVICE;Procedia Social and Behavioral Sciences;;;;6th International Symposium on Highway Capacity and Quality of Service (ISHC);JUN 28-JUL 01, 2011;Stockholm, SWEDEN;Transportat Res Board;;;;;;;;Hegyi, Andreas/D-2832-2013;"Hegyi, Andreas/0000-0002-0399-0703; van Zuylen, Henk/0000-0002-8885-8858; Hoogendoorn, Serge/0000-0002-1579-1939";;;;;;;;;;;;1877-0428;;;;;;2011;16;;;;;;;;;10.1016/j.sbspro.2011.04.463;;;;;;;WOS:000298556100040;;;;;;
B;"Yuan, FQ; Kumar, U; Galar, D";;;BINDT;"Yuan Fuqing; Kumar, Uday; Galar, Diego";;;Failure Detection using Support Vector Machine and Artificial Neural Networks: A Comparative Study;8TH INTERNATIONAL CONFERENCE ON CONDITION MONITORING AND MACHINERY FAILURE PREVENTION TECHNOLOGIES 2011, VOLS 1 AND 2;;;;;8th International Conference on Condition Monitoring and Machinery Failure Prevention Technologies;JUN 20-22, 2011;Cardiff, UNITED KINGDOM;British Inst Nondestruct Test, Condit Monitor Tech Comm COMADIT Grp, MFPT;;;;;;;;;;;;;;;;;;;;;;;978-1-61839-014-1;;;;2011;;;;;;;189;201;;;;;;;;;WOS:000399622600022;;;;;;
B;"McBain, JJ; Timusk, MA";;;BINDT;"McBain, Jordan J.; Timusk, Markus A.";;;Advancing the Online Monitoring of Variable Speed Machinery;8TH INTERNATIONAL CONFERENCE ON CONDITION MONITORING AND MACHINERY FAILURE PREVENTION TECHNOLOGIES 2011, VOLS 1 AND 2;;;;;8th International Conference on Condition Monitoring and Machinery Failure Prevention Technologies;JUN 20-22, 2011;Cardiff, UNITED KINGDOM;British Inst Nondestruct Test, Condit Monitor Tech Comm COMADIT Grp, MFPT;;;;;;;;;;;;;;;;;;;;;;;978-1-61839-014-1;;;;2011;;;;;;;1210;1220;;;;;;;;;WOS:000399622600126;;;;;;
S;Wei, XM;;"Xu, ZH; Shen, G; Lin, S";;Wei, Xianmin;;;Analysis of Machine Learning Research and Application;ACHIEVEMENTS IN ENGINEERING MATERIALS, ENERGY, MANAGEMENT AND CONTROL BASED ON INFORMATION TECHNOLOGY, PTS 1 AND 2;Advanced Materials Research;;;;International Conference on Engineering Materials, Energy, Management and Control;JAN 22-23, 2011;Beijing, PEOPLES R CHINA;Int Sci & Educ Res Assoc, Beijing Spon Res Inst, Beijing Gireida Educ Co Ltd;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-3-03785-002-2;;;;2011;171-172;;1, 2;;;;740;743;;10.4028/www.scientific.net/AMR.171-172.740;;;;;;;WOS:000288692700163;;;;;;
